Sp_Class  ,  u_mag  ,  g_mag  ,  r_mag  ,  i_mag  ,  z_mag ,RA,Dec
DA_auto      ,20.508,20.341,20.506,20.728,20.376,338.723703,-10.062141
DC:          ,19.884,19.694,19.837,19.955,19.988,338.796167,0.188861
DA+M:        ,18.668,18.585,18.838,18.885,18.722,338.877571,14.481967
DA_auto      ,19.241,19.223,19.516,19.809,19.854,338.947213,-9.164075
DA_auto      ,18.661,18.302,18.512,18.761,18.988,338.993129,13.527945
DA_auto      ,19.049,19.118,19.491,19.798,20.029,339.04196,-0.655759
DA_auto      ,17.309,17.443,17.832,18.146,18.474,339.077496,-0.909099
DA_auto      ,20.098,19.837,20.115,20.378,20.631,339.085532,1.064474
DA_auto      ,19.777,19.462,19.655,19.873,20.153,339.172094,-0.347489
DB           ,19.995,20.035,20.316,20.532,20.518,339.200543,13.927051
DBA          ,19.112,19.127,19.338,19.534,19.525,339.220736,1.160635
DA_auto      ,19.333,18.83,18.936,19.135,19.243,339.361918,-1.01971
DA+M:        ,18.187,18.321,18.593,18.683,18.51,339.36613,-9.32065
DA:          ,20.091,19.703,19.606,19.624,19.605,339.377284,-0.798174
DA_auto      ,18.773,18.678,18.985,19.292,19.487,339.473698,12.875439
DB           ,19.637,19.854,19.99,20.143,20.269,339.741686,1.064949
DB           ,19.637,19.854,19.99,20.143,20.269,339.741686,1.064949
DB           ,19.637,19.854,19.99,20.143,20.269,339.741686,1.064949
DAZ:         ,17.51,17.064,16.992,17.031,17.113,339.744023,13.217816
DA_auto      ,20.071,19.555,19.464,19.508,19.427,339.88355,-0.866974
DA_auto      ,19.932,19.554,19.787,20.079,20.112,339.925572,-0.864703
DA+M         ,19.721,19.354,18.787,18.041,17.563,339.970487,14.576749
DA_auto      ,17.436,17.123,17.347,17.602,17.853,340.037826,-0.328871
DB           ,18.743,18.818,18.991,19.204,19.355,340.112985,-0.995994
DA+M         ,18.021,17.551,17.569,17.148,16.566,340.159911,-9.594837
DA:          ,19.624,18.962,18.775,18.699,18.627,340.200015,1.081257
DA           ,19.79,19.789,20.097,20.376,20.364,340.263736,13.481462
DA_auto      ,18.282,17.893,18.018,18.186,18.331,340.290256,13.8371
DA_auto      ,16.726,17.003,17.445,17.768,18.141,340.382973,13.279073
DA+M         ,19.62,18.819,18.404,17.332,16.577,340.412625,0.453053
DA_auto      ,19.189,18.814,18.862,18.968,19.086,340.43066,0.09942
DA_auto      ,19.98,19.585,19.805,20.033,20.25,340.459453,-0.478654
DA:          ,18.161,17.722,17.641,17.653,17.719,340.618446,14.050199
DA+M         ,20.327,19.856,20.046,19.908,19.504,340.966636,1.164203
DA_auto      ,20.073,20.053,20.348,20.619,21.567,340.971266,-9.211591
DA_auto      ,19.415,19.314,19.635,19.941,20.497,341.125693,13.976105
DA_BH:       ,18.536,18.502,18.753,19.007,19.261,341.126507,13.575075
DA_auto      ,20.649,20.185,20.324,20.619,20.559,341.152707,-0.976407
DA_auto      ,19.3,19.226,19.509,19.854,20.035,341.177262,13.558259
DA           ,19.036,18.443,18.201,18.164,18.16,341.185917,13.089327
DA_auto      ,18.907,18.436,18.644,18.859,19.17,341.327248,-0.673666
DA+M         ,21.21,20.572,20.211,19.375,18.764,341.343455,-0.019301
DA_auto      ,17.387,17.064,17.003,17.052,17.114,341.372857,-10.04565
DA_auto      ,20.352,19.952,19.929,19.948,19.822,341.456031,0.162723
DA_auto      ,18.576,18.804,19.185,19.441,19.721,341.486184,0.559702
DA_auto      ,19.22,18.844,18.853,19.013,19.144,341.487665,-0.011931
DA_auto      ,19.22,18.844,18.853,19.013,19.144,341.487665,-0.011931
DA_auto      ,18.635,18.198,18.167,18.212,18.365,341.498616,0.084793
DB_A:        ,18.694,18.77,19.019,19.254,19.395,341.501664,-8.073371
DA_auto      ,19.407,19.103,19.418,19.658,19.74,341.524152,-8.44437
DA_auto      ,20.378,19.918,20.059,20.219,20.229,341.529695,14.40038
DA_auto      ,20.048,19.768,19.956,20.147,20.177,341.543291,-9.80959
DA_auto      ,19.507,19.041,19.26,19.479,19.641,341.597985,-1.019008
DA_auto      ,18.442,18.034,18.022,18.089,18.207,341.60991,-0.985907
DC           ,19.188,19.109,19.224,19.394,19.634,341.711804,12.81438
DA           ,15.734,16.178,16.702,17.026,17.365,341.723856,-9.809582
DA_auto      ,20.045,19.555,19.684,19.819,19.908,341.745367,14.274006
DA_auto      ,19.805,19.498,19.786,20.042,20.097,341.794473,13.771453
DH           ,17.304,17.383,17.619,17.947,18.202,341.922749,14.944098
DA_auto      ,20.238,19.761,19.942,20.048,20.513,341.951246,-0.90777
DA:          ,19.364,18.805,18.591,18.603,19.314,341.971832,-0.041754
DA:          ,19.364,18.805,18.591,18.603,19.314,341.971832,-0.041754
DBZ:         ,19.072,19.023,19.153,19.369,19.546,342.1194,13.310709
DA           ,20.208,19.837,19.945,20.245,20.632,342.150525,-1.022128
DA           ,19.39,19.246,19.494,19.762,19.915,342.298145,0.95072
DA+M         ,18.755,19.066,19.384,19.192,18.947,342.314736,-10.330617
DA_auto      ,18.015,18.079,18.47,18.735,19.014,342.318966,14.762573
DB           ,18.24,18.257,18.418,18.61,18.851,342.376626,-0.273062
DA+M         ,20.619,19.912,19.527,18.639,17.796,342.38345,0.112682
DQ:          ,19.48,19.492,19.561,19.756,19.839,342.500941,12.672181
DB           ,18.677,18.815,19.155,19.37,19.757,342.587127,-9.240425
DA_auto      ,20.551,20.286,20.469,20.626,20.897,342.610971,0.08245
DA_auto      ,20.597,20.284,20.459,20.716,20.812,342.61357,-0.309402
DA_auto      ,20.492,20.343,20.612,20.836,21.137,342.618707,-0.984729
DA_auto      ,20.963,20.286,20.356,20.662,20.895,342.66152,-9.89173
DB           ,18.84,18.824,18.972,19.17,19.41,343.025584,13.142011
DA_auto      ,18.361,18.148,18.434,18.703,18.98,343.047948,14.602914
DA_auto      ,19.263,19.639,20.066,20.423,20.788,343.127629,0.542411
DA_auto      ,19.599,19.051,19.228,19.374,19.553,343.131676,0.090728
DA_auto      ,17.503,17.172,17.399,17.658,17.846,343.156397,1.20059
DA           ,18.836,18.59,18.838,19.086,19.31,343.176064,-0.940747
DA_auto      ,18.967,18.63,18.869,19.086,19.333,343.223967,-0.702898
DA_auto      ,18.347,18.028,18.33,18.58,18.762,343.252059,14.386226
DA_auto      ,20.052,19.572,19.538,19.605,19.773,343.294916,-0.819223
DA+M         ,19.635,19.807,19.675,19.159,18.81,343.394967,-9.098318
DA_auto      ,20.452,20.23,20.491,20.695,20.871,343.417861,0.452715
DA_auto      ,18.677,18.195,18.258,18.395,18.57,343.483093,-0.984696
DA_auto      ,18.677,18.195,18.258,18.395,18.57,343.483093,-0.984696
DA_auto      ,19.469,19.704,20.189,20.483,20.662,343.49771,-10.125654
DA+M         ,21.499,20.708,20.287,19.272,18.396,343.517823,0.306712
DA_auto      ,18.94,18.371,18.196,18.119,18.162,343.552769,14.754641
DA_auto      ,19.194,19.338,19.653,19.914,20.096,343.746778,1.185202
DA+M         ,17.709,17.666,17.956,18.181,18.098,343.764889,-0.26357
DA_auto      ,19.757,19.343,19.505,19.711,20.053,343.900374,0.739763
DA_auto      ,19.397,19.015,19.228,19.437,19.641,344.084894,0.330391
DA_auto      ,17.411,17.798,18.27,18.649,18.947,344.213904,13.955243
DA           ,19.804,19.313,19.443,19.654,19.898,344.231846,-0.422231
DA           ,19.804,19.313,19.443,19.654,19.898,344.231846,-0.422231
DA_auto      ,20.59,20.466,20.805,21.018,21.037,344.282425,-0.858991
DA_auto      ,19.823,19.524,19.88,20.161,20.606,344.298006,-9.178427
DA_auto      ,20.515,19.945,19.84,19.857,19.871,344.431821,0.45948
DA_auto      ,18.72,18.279,18.476,18.65,18.955,344.49777,-9.113003
DA_auto      ,16.684,16.69,17.056,17.319,17.602,344.522866,0.157218
DA_auto      ,20.285,19.923,20.029,20.246,20.456,344.582767,0.612755
DA_auto      ,18.628,18.369,18.65,18.88,19.185,344.60911,-0.508776
DA_auto      ,18.489,18.428,18.748,19.012,19.364,344.624384,-10.46936
DA_auto      ,20.838,20.396,20.358,20.386,20.533,344.895769,0.5006
DA_auto      ,19.525,19.464,19.781,19.969,20.121,345.163444,-9.951548
DA_auto      ,20.549,20.141,20.388,20.691,21.32,345.200293,1.01022
DA+M         ,19.652,19.451,19.309,18.726,18.198,345.215588,13.687616
DA_auto      ,19.71,19.554,19.811,20.128,20.316,345.288787,-0.408014
DA_auto      ,19.689,19.429,19.61,19.91,19.971,345.302843,-0.82012
DA_auto      ,18.995,18.529,18.561,18.696,18.802,345.304111,-8.990604
DA_auto      ,18.065,17.653,17.65,17.783,18.028,345.360288,-9.806094
DA_auto      ,19.706,19.213,19.283,19.449,19.599,345.424213,-0.174172
DB           ,20.026,20.12,20.429,20.61,21.22,345.506112,-0.42552
DA_auto      ,19.892,19.539,19.63,19.857,19.882,345.519592,0.613036
DA_auto      ,20.182,19.783,19.8,19.95,19.929,345.551269,-0.872819
DA_auto      ,20.502,19.99,19.98,20.093,20.243,345.592729,0.121475
DA_auto      ,20.196,19.951,20.171,20.472,20.58,345.65489,-0.073669
DC:          ,18.008,17.832,17.922,18.055,18.29,345.666916,-0.505997
DA           ,15.992,16.434,16.89,17.271,17.615,345.729263,-8.66825
DA+M         ,19.396,19.197,19.037,18.261,17.538,345.788667,-0.539706
DA_auto      ,19.126,18.737,18.752,18.784,18.945,345.84958,-10.48779
DA_auto      ,19.663,19.071,18.895,18.87,18.939,345.850613,-8.545678
DA_auto      ,20.226,20.255,20.581,20.762,20.98,345.860235,-0.161478
DA_auto      ,19.231,18.875,18.84,18.91,18.946,345.905008,-9.41392
DA           ,19.965,19.511,19.324,19.309,19.384,345.908663,-0.1465
DA_auto      ,20.36,19.826,19.752,19.797,19.76,345.964006,0.806092
DA_auto      ,19.924,19.761,20.044,20.274,20.609,346.019224,-1.250734
DA_auto      ,19.665,19.53,19.811,20.055,20.321,346.025087,1.258669
DA_auto      ,18.468,18.026,18.051,18.128,18.265,346.095561,-8.256417
DA           ,20.422,20.32,20.648,20.782,20.788,346.263143,-0.792478
DA_auto      ,20.227,19.992,20.301,20.45,20.963,346.298199,1.019212
DB           ,20.344,20.47,20.796,21.037,21.14,346.36204,-0.008331
DA_auto      ,20.276,19.866,19.973,20.099,20.297,346.395305,-0.923053
DA+M         ,20.771,20.131,19.385,18.386,17.812,346.467008,-0.246881
DA+M         ,20.771,20.131,19.385,18.386,17.812,346.467008,-0.246881
DA_auto      ,19.587,19.282,19.508,19.737,20.04,346.551383,0.721316
DC           ,20.726,20.197,20.086,20.277,20.787,346.662924,-0.403564
DA_auto      ,19.325,18.839,18.959,19.115,19.26,346.8611,-8.783419
DA_auto      ,20.396,20.058,20.287,20.466,20.747,346.995127,0.08343
DA           ,19.852,19.297,19.476,19.692,19.618,347.090249,0.988159
DA_auto      ,20.277,19.936,20.03,20.268,20.692,347.124699,0.53455
DA           ,19.999,19.538,19.826,19.968,20.1,347.158724,0.013073
DA           ,19.999,19.538,19.826,19.968,20.1,347.158724,0.013073
DA_auto      ,20.654,20.292,20.431,20.678,20.73,347.195367,-8.949713
DA_auto      ,17.849,17.775,18.04,18.33,18.589,347.253293,14.119146
DA_auto      ,20.372,19.942,19.829,19.787,19.937,347.269548,0.30083
DA_auto      ,17.122,17.464,17.92,18.226,18.548,347.338502,-0.534643
DA_auto      ,19.393,19.002,19.338,19.506,19.948,347.465787,-9.433793
DA           ,16.336,16.566,16.976,17.307,17.614,347.472564,1.203685
DA           ,19.344,19.295,19.607,19.86,20.238,347.542518,0.442952
DA+M         ,20.288,19.829,19.426,18.466,17.823,347.560936,0.244458
DA+M         ,20.288,19.829,19.426,18.466,17.823,347.560936,0.244458
DQ           ,19.347,19.131,19.01,19.016,19.106,347.626087,-0.962697
DQ           ,19.347,19.131,19.01,19.016,19.106,347.626087,-0.962697
DA_auto      ,18.424,18.333,18.558,18.71,18.965,347.642348,15.296197
DB           ,18.895,18.914,19.073,19.312,19.396,347.671447,14.266858
DA_auto      ,17.575,17.232,17.517,17.728,18.031,347.691442,0.302746
DA           ,20.709,20.24,20.42,20.657,20.532,347.710179,1.193255
DA           ,20.232,19.801,19.783,19.847,20.023,347.710459,-1.241312
DA:          ,20.844,20.29,20.253,20.269,20.551,347.8328,-0.258865
DA_auto      ,19.844,19.557,19.755,19.966,20.339,347.883208,-9.031374
DA_auto      ,18.926,19.218,19.623,19.895,20.304,347.891184,14.688868
DBZ          ,18.608,18.617,18.822,19.035,19.265,347.923252,-0.683539
DA_auto      ,18.699,18.251,18.478,18.654,18.919,347.967534,14.404818
DB+M         ,18.976,18.682,18.111,17.038,16.396,348.090029,1.024185
DA           ,19.946,19.465,19.426,19.408,19.422,348.124729,1.2258
DA+M         ,17.405,17.228,16.73,15.96,15.534,348.128326,0.889366
DA           ,20.142,19.983,20.322,20.487,20.591,348.134834,0.869259
DA_auto      ,18.381,18.405,18.722,18.991,19.278,348.145156,13.680724
DA           ,19.952,19.729,20.041,20.286,20.721,348.177157,1.133492
DA+M:        ,19.506,19.49,19.65,19.672,19.451,348.235049,0.843254
DA_auto      ,18.362,17.858,17.875,17.956,18.112,348.28749,-9.428353
DB           ,19.632,19.833,20.062,20.373,21.272,348.35102,-0.276936
DA_auto      ,19.552,19.379,19.706,19.92,20.223,348.56526,-0.897641
DA           ,18.318,17.864,18.044,18.236,18.512,348.578712,0.907544
DA           ,18.085,17.753,17.967,18.179,18.444,348.600536,1.188182
DA_auto      ,18.302,17.89,17.792,17.779,17.883,348.607472,1.160756
DA_auto      ,18.302,17.89,17.792,17.779,17.883,348.607472,1.160756
DB           ,19.52,19.604,19.728,19.929,20.108,348.632383,-0.827118
DA           ,20.733,20.443,20.542,20.79,20.818,348.637035,-1.222338
DA           ,20.127,19.646,19.784,19.915,20.095,348.64344,0.5054
DA           ,20.197,19.946,20.23,20.425,21.021,348.681524,1.217725
DA           ,17.487,17.319,17.619,17.883,18.149,348.683129,0.118941
DA_auto      ,20.393,19.95,20.03,20.234,20.549,348.728439,-8.754193
DA_auto      ,18.56,18.82,19.264,19.538,19.777,348.798045,14.858775
DA           ,20.263,19.918,20.147,20.454,20.532,348.851012,-1.025024
DA_auto      ,20.146,20.008,20.338,20.638,20.196,348.869307,-9.233315
DA           ,20.301,19.989,20.021,20.17,20.169,348.946704,-0.783174
DA           ,20.431,20.384,20.712,20.971,21.206,348.94955,-0.876722
DC           ,19.276,18.843,18.719,18.75,18.825,349.122384,-9.645986
DA           ,19.607,19.16,19.139,19.219,19.167,349.189581,-1.080899
DA           ,20.398,19.781,19.948,20.196,20.355,349.338678,-0.109109
DA_auto      ,18.943,18.386,18.198,18.135,18.162,349.355362,-8.675812
DA           ,16.401,16.485,16.834,17.142,17.441,349.380698,-0.268071
DA           ,19.926,19.755,20.029,20.296,20.339,349.459032,-9.899655
DA           ,18.479,18,17.968,17.945,18.098,349.466027,-9.037106
DA+M         ,20.383,19.794,19.41,18.623,18.096,349.561396,0.575085
DA+M         ,20.383,19.794,19.41,18.623,18.096,349.561396,0.575085
DA+M         ,18.364,18.333,18.507,18.153,17.763,349.605114,-9.59418
DA           ,18.895,18.717,19.053,19.37,19.797,349.672937,-1.245325
DA+M         ,19.785,19.338,19.298,19.265,18.882,349.755174,-0.830455
DA+M         ,19.785,19.338,19.298,19.265,18.882,349.755174,-0.830455
DA           ,19.67,19.676,19.991,20.37,20.65,349.755538,0.750333
DA           ,19.437,19.057,19.173,19.364,19.544,349.772575,0.815336
DA           ,19.858,19.631,19.896,20.202,20.309,349.775243,0.567068
DA+M         ,19.796,19.396,19.396,18.697,17.996,349.851265,-9.580393
DA           ,19.004,18.724,18.978,19.165,19.556,349.911285,1.214878
DB           ,18.865,18.878,19.068,19.278,19.407,349.918151,-8.843672
DA:          ,18.82,18.496,18.435,18.523,18.608,349.965514,1.152521
DA:          ,18.82,18.496,18.435,18.523,18.608,349.965514,1.152521
DA           ,18.914,18.476,18.399,18.396,18.517,349.980691,0.791792
DA           ,18.914,18.476,18.399,18.396,18.517,349.980691,0.791792
DA           ,18.914,18.476,18.399,18.396,18.517,349.980691,0.791792
DB           ,19.465,19.525,19.742,19.963,20.178,350.063374,0.790643
DA_auto      ,19.686,19.255,19.245,19.259,19.365,350.140535,0.054306
DA+M         ,24.002,21.976,20.797,19.893,19.369,350.179487,1.180453
DB           ,18.073,18.075,18.373,18.603,18.876,350.285054,1.075919
DA:          ,20.624,20.212,20.114,20.125,20.217,350.304854,-0.976888
DA           ,19.594,19.059,19.266,19.461,19.696,350.313892,-0.976544
DA_auto      ,19.776,19.287,19.459,19.63,19.802,350.529121,1.155413
DA           ,19.587,19.669,20.027,20.326,20.542,350.538234,-10.408779
DA+M         ,18.875,18.238,18.082,17.383,16.722,350.572621,-0.957084
DA           ,20.057,19.596,19.661,19.859,19.937,350.592577,1.022623
DAH          ,18.963,19.137,19.422,19.607,19.863,350.700912,0.650269
DA_auto      ,18.884,18.437,18.467,18.53,18.672,350.791834,-1.256319
DBH          ,17.943,18.015,18.268,18.542,18.763,350.906481,-0.774521
DA           ,18.465,18.642,19.028,19.345,19.666,350.934981,-0.828309
DB_A:        ,18.977,18.973,19.177,19.359,19.553,350.936975,15.149628
DA+M         ,21.47,20.773,20.323,19.473,18.863,350.974601,0.7909
DA           ,17.787,17.474,17.828,18.08,18.448,351.035517,-9.430253
DA_auto      ,19.665,19.217,19.258,19.358,19.521,351.05782,-0.722729
DA           ,20.552,19.963,19.957,20.129,20.447,351.086859,-0.9198
DA_auto      ,19.11,18.699,18.735,18.815,18.878,351.111911,15.424466
DA+M         ,20.432,19.955,19.267,18.367,17.81,351.151013,-0.760085
DB+M         ,18.56,18.643,18.796,18.394,17.726,351.159632,-9.518474
DA           ,18.204,17.983,18.264,18.485,18.805,351.200907,-0.851543
DA           ,19.978,19.549,19.815,20.016,20.197,351.259855,-9.58536
DA_auto      ,20.192,19.646,19.733,19.832,19.812,351.315033,0.267581
DA+M         ,20.582,20.144,20.039,19.272,18.575,351.365882,-0.904616
DA_auto      ,17.915,17.827,18.215,18.43,18.713,351.379521,15.773843
DA+M         ,21.352,21.083,20.367,19.524,18.845,351.41525,-0.405764
DA           ,18.283,17.883,17.803,17.813,18.032,351.476498,-9.606233
DA           ,18.283,17.883,17.803,17.813,18.032,351.476498,-9.606233
DA           ,        ,        ,        ,        ,        ,351.54236,51.44008
DA+M         ,20.571,20.196,20.03,19.48,18.869,351.603029,-1.224233
DA_auto      ,18.042,18.291,18.702,19.022,19.233,351.645889,14.567101
DA_auto      ,19.725,19.183,18.997,18.955,18.927,351.701479,-10.483153
DA_auto      ,19.819,19.348,19.24,19.21,19.333,351.745414,-0.394421
DA_auto      ,19.819,19.348,19.24,19.21,19.333,351.745414,-0.394421
DA           ,18.008,17.505,17.604,17.74,17.933,351.746808,-0.396677
DA_auto      ,20.517,20.044,20.032,20.117,20.27,351.768503,-0.317235
DA_auto      ,19.528,19.118,19.165,19.244,19.409,351.853517,0.328453
DA_auto      ,18.27,17.844,17.816,17.842,17.931,351.86675,14.737942
DA           ,18.892,18.711,18.988,19.307,19.567,351.897827,1.13907
DA           ,        ,        ,        ,        ,        ,352.07855,1.27365
DA_auto      ,18.327,18.527,18.875,19.173,19.388,352.194919,15.334884
DA_auto      ,20.307,19.848,19.875,20.005,20.09,352.212511,-0.471315
DA+M         ,21.473,20.848,20.479,19.574,18.645,352.269836,0.139224
DA_auto      ,19.776,19.362,19.467,19.63,19.854,352.285183,-0.582236
DA+M:        ,20.042,19.504,19.362,19.232,18.946,352.304362,-0.18507
DA           ,18.292,18.16,18.473,18.742,19.014,352.42219,0.185499
DA_auto      ,20.431,19.919,19.786,19.794,19.729,352.514087,0.136018
DA_auto      ,18.204,17.509,17.296,17.212,17.171,352.668632,1.013173
DA           ,18.457,18.348,18.654,18.872,19.126,352.69279,0.398835
DA           ,18.389,18.005,18.027,18.124,18.224,352.87817,-0.191149
DA           ,20.65,20.093,19.885,19.867,19.895,352.885698,-0.628902
DA+M:        ,18.857,18.788,19.058,19.197,19.204,352.966851,13.701842
DA_auto      ,20.414,20.137,20.371,20.639,21.523,352.97983,-0.491309
DA+M:        ,17.807,17.708,18.025,18.117,18.022,353.062919,-8.793481
DA_auto      ,19.505,19.11,19.075,19.045,19.199,353.065398,15.43389
DA_auto      ,19.82,19.399,19.593,19.813,19.917,353.115163,-1.120517
DB           ,18.443,18.6,18.903,19.156,19.423,353.271234,0.8655
DA_auto      ,20.341,19.99,19.843,19.881,19.969,353.367917,-0.34351
DA_auto      ,20.341,19.99,19.843,19.881,19.969,353.367917,-0.34351
DA_auto      ,20.525,20.185,20.467,20.649,21.039,353.409945,0.684431
DA_auto      ,20.838,20.498,20.687,20.651,20.502,353.441567,-0.145278
DA+M         ,20.558,20.191,19.602,18.654,18.119,353.448577,-0.250311
DA_auto      ,19.582,19.39,19.736,19.934,20.081,353.60789,14.871257
DA_auto      ,20.132,19.706,19.908,20.103,20.114,353.61198,14.999222
DA_auto      ,20.181,19.788,19.662,19.665,19.594,353.623259,0.958636
